samp_name	biosamples_accession	source_mat_id	sample_alt_lab_ids	tissue_type	molecular_sex	molecular_sex_reference	samp_taxon_common	samp_taxon_ID	specific_host	latitude	longitude	geo_loc_name	site_name	sample_age	sample_age_upper	sample_age_lower	sample_age_inference_methods	c14_age	c14_age_sd	c14_lab_code	sample_age_reference	sample_age_notes	nuclear_sequencing_platform	nuclear_library_strategy	nuclear_depth_of_coverage	nuclear_damage_treatment	nuclear_lib_strandedness	nuclear_reference	mt_sequencing_platform	mt_library_strategy	mt_targeted_region	mt_depth_of_coverage	mt_damage_treatment	mt_lib_strandedness	mt_accession	mt_reference	curator_comments	curated_by	curation_complete
Shiqmim9	SAMEA4609157	1993, 5004, C38	KD221	petrous part of temporal bone, UBERON:0001717	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	31.194641	34.627068	Israel	Shiqmim, Northern Negev	5950.0	6250.0	5650.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0006	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	0.85	full-udg	double	LS992648.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Sibirica1	SAMEA13853354	MNHN ZM AC 1997-1776	Sibirica1	mandible, UBERON:0001684	male	https://doi.org/10.7554/eLife.82984	Ibex	2619455	Capra, unclassified Capra	missing	missing	missing	Born at the Muséum national d'Histoire naturelle zoo, France	-47.0	-27.0	-47.0	historical records	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.04	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGS	not applicable	163.16	not applicable	not applicable	OW568858.1	not applicable	Unclear year of death	Kevin Daly	yes
Sibirica2	SAMEA13853355	MNHN ZM AC 1974-98	Sibirica2	mandible, UBERON:0001684	female	https://doi.org/10.7554/eLife.82984	Ibex	2619455	Capra, unclassified Capra	missing	missing	missing	Born at the Muséum national d'Histoire naturelle zoo, France	-24.0	-4.0	-24.0	historical records	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.48	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGS	not applicable	205.78	not applicable	not applicable	OW568913.1	not applicable	Unclear year of death	Kevin Daly	yes
Tac1	SAMEA4609735	missing	Tac1	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.471809	46.011955	Georgia	Tachti Perda, Kakheti	3150.0	3350.0	2950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	11.45	none; full-udg	double	missing;LS992654.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
Tac2	SAMEA4609736	missing	Tac2	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.471809	46.011955	Georgia	Tachti Perda, Kakheti	2800.0	2950.0	2650.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	12.39	none; full-udg	double	missing;LS992655.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
Tac3	SAMEA4609140	missing	Tac3	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.471809	46.011955	Georgia	Tachti Perda, Kakheti	3150.0	3350.0	2950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.13	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	25.27	none; full-udg	double	missing;LS992661.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
Tur1	SAMN10995957	MNHN ZM AC 1982-1092	tur1	mandible, UBERON:0001684	male	https://doi.org/10.1126/sciadv.aaz5216	West Caucasian tur	72540	Capra, Capra caucasica	missing	missing	missing	missing	-32.0	-12.0	-32.0	historical records	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	3.52	full-udg	double	https://doi.org/10.1126/sciadv.aaz5216	not applicable	WGS	not applicable	not applicable	not applicable	not applicable	missing	not applicable	Unclear year of death	Kevin Daly	yes
Tur2	SAMEA13853356	MNHN ZM AC 1945-68	tur2	mandible, UBERON:0001684	female	https://doi.org/10.7554/eLife.82984	East Caucasian tur	72541	Capra, Capra cylindricornis	missing	missing	missing	missing	5.0	25.0	5.0	historical records	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.02	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGS	not applicable	4.96	not applicable	not applicable	OW568915.1	not applicable	Unclear year of death	Kevin Daly	yes
Uiv17	SAMEA4609738	missing	Uiv17	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	45.6618	20.9032	Romania	Uivar, Timişoara	7100.0	7200.0	7000.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	0.95	none; full-udg	double	missing;LS992656.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
Ulu38	SAMEA4609737	missing	Ulu38	missing	missing	not applicable	Goat	9925	Capra, Capra hircus	38.466745	27.352116	Turkey	Ulucak Höyük	8200.0	8350.0	8050.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	0.46	none; full-udg	double	missing;LS992657.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
Walie1	SAMEA13853357	missing	walie1	mandible, UBERON:0001684	male	https://doi.org/10.7554/eLife.82984	Walia ibex	509850	Capra, Capra walie	missing	missing	missing	Born at the Muséum national d'Histoire naturelle zoo, France	0.0	20.0	-20.0	historical records	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.75	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGS	not applicable	103.12	not applicable	not applicable	OW568914.1	not applicable		Kevin Daly	yes
Yarmut1	SAMEA4609158	14-82; 216; 6655	KD098	petrous part of temporal bone, UBERON:0001708	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	31.707985	34.975283	Israel	Tel Yarmuth, Bet Shemesh	4550.0	4650.0	4450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0013	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	40.41	full-udg	double	LS992658.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Yarmut7	SAMEA4609159	28-87; 1109; 9542	KD104	petrous part of temporal bone, UBERON:0001709	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	31.707985	34.975283	Israel	Tel Yarmuth, Bet Shemesh	4400.0	4600.0	4150.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.008	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	11	full-udg	double	LS992660.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Yoqneam2	SAMEA4591771	2343; 6107	KD089	petrous part of temporal bone, UBERON:0001710	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	32.6641	35.1083	Israel	Tel Yoqne’am, Haifa	3550.0	3600.0	3500.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	2.2	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	472.98	not applicable	not applicable	LS992659.1	not applicable	Only BAM files available; https://db.cngb.org/data_resources/project/CNP0007831 ; BAM files are paired end and something is weird with them. I realigned and had a huge coverage drop.	Kevin Daly	yes
Haughey1	SAMEA120264715	201;HF91;Trench 5	KD408; IRHA201	metacarpal, UBERON:0002374	male	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.345	-6.759	Ireland	Haughey's Fort	2969.5	3062.0	2877.0	radiocarbon dating	2851	28	UBA-55267	https://doi.org/10.1101/2025.09.26.678852		ILLUMINA	WGS	0.001	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	not applicable	WGS	complete	0.34	full-udg	double	missing	https://doi.org/10.1101/2025.09.26.678852 		Kevin Daly	yes
Haughey2	SAMEA120404914	204;HF91;Trench 5	KD409	mandible, UBERON:0001684	missing	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.345	-6.759	Ireland	Haughey's Fort	2950.0	3050.0	2850.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	not applicable		Kevin Daly	yes
Haughey3	SAMEA120404915	205;HF91;Tr 5 OC155 L(16)	KD410	scapula, UBERON:0006849	male	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.345	-6.759	Ireland	Haughey's Fort	2950.0	3050.0	2850.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	not applicable		Kevin Daly	yes
Haughey4	SAMEA120404916	378;HF89;IC/21	KD407	horn, UBERON:0006967	male	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.345	-6.759	Ireland	Haughey's Fort	2950.0	3050.0	2850.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	not applicable		Kevin Daly	yes
Carrick1	SAMEA120264711	1;CFXIV;D3	KD401	mandible, UBERON:0001684	female	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.713611	-5.8075	Ireland	Carrickfergus	600.0	750.0	450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.505	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	not applicable	WGS	complete	71.87	full-udg	double	missing	https://doi.org/10.1101/2025.09.26.678852 		Kevin Daly	yes
Carrick2	SAMEA120264712	77;CFXIV;D3	KD402	mandible, UBERON:0001684	female	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.713611	-5.8075	Ireland	Carrickfergus	600.0	750.0	450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	ILLUMINA	Targeted-Capture 	complete	60.93	full-udg	double	missing	https://doi.org/10.1101/2025.09.26.678852 		Kevin Daly	yes
Carrick3	SAMEA120264713	121;CFXIV;E1	KD403;IRCA121	metatarsal, UBERON:0001448	female	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.713611	-5.8075	Ireland	Carrickfergus	394.0	473.0	315.0	radiocarbon dating	343	18	OxA-44984	https://doi.org/10.1101/2025.09.26.678852		ILLUMINA	WGS	0.457	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	not applicable	WGS	complete	75.9	full-udg	double	missing	https://doi.org/10.1101/2025.09.26.678852 		Kevin Daly	yes
Carrick4	SAMEA120264714	132;CF19;F49	KD411;IRCA60	mandible, UBERON:0001684	female	https://doi.org/10.1101/2025.09.26.678852 	Goat	9925	Capra, Capra hircus	54.713611	-5.8075	Ireland	Carrickfergus	600.0	750.0	450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1101/2025.09.26.678852 	ILLUMINA	Targeted-Capture 	complete	72.61	full-udg	double	missing	https://doi.org/10.1101/2025.09.26.678852 		Kevin Daly	yes
Murciélagos1	SAMEA120646530	P-082	KD413S1-3	skin of body, UBERON:0002097	female	https://doi.org/10.64898/2025.12.01.691547	Goat	9925	Capra, Capra hircus	36.80515232	-3.188112529	Spain	Cueva de los Murciélagos	7100.0	7246.0	7008.0	radiocarbon dating	6245	33	Ua-78252	https://doi.org/10.64898/2025.12.01.691547		ILLUMINA	WGS	0.005	partial-udg	double	https://doi.org/10.64898/2025.12.01.691547	ILLUMINA	WGS	not applicable	36.68	partial-udg	double	missing	https://doi.org/10.64898/2025.12.01.691547		Jolijn Erven	yes
