samp_name	biosamples_accession	source_mat_id	sample_alt_lab_ids	tissue_type	molecular_sex	molecular_sex_reference	samp_taxon_common	samp_taxon_ID	specific_host	latitude	longitude	geo_loc_name	site_name	sample_age	sample_age_upper	sample_age_lower	sample_age_inference_methods	c14_age	c14_age_sd	c14_lab_code	sample_age_reference	sample_age_notes	nuclear_sequencing_platform	nuclear_library_strategy	nuclear_depth_of_coverage	nuclear_damage_treatment	nuclear_lib_strandedness	nuclear_reference	mt_sequencing_platform	mt_library_strategy	mt_targeted_region	mt_depth_of_coverage	mt_damage_treatment	mt_lib_strandedness	mt_accession	mt_reference	curator_comments	curated_by	curation_complete
Abdul1	SAMEA7368740	AH78, 10G, 11015, #1	KD279	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1073/pnas.2100901118	Goat	9925	Capra, Capra hircus	34.066	48.134	Iran	Tepe Abdul Hosein, Luristan	9850.0	10150.0	9550.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.16	full-udg	double	https://doi.org/10.1073/pnas.2100901118	not applicable	WGS	not applicable	47.91	not applicable	not applicable	LR884198.1	not applicable		Kevin Daly	yes
Abdul2	SAMEA7368741	AH78, 10G, 11015, #2.1	KD280	petrous part of temporal bone, UBERON:0001695	male	https://doi.org/10.1073/pnas.2100901118	Goat	9925	Capra, Capra hircus	34.066	48.134	Iran	Tepe Abdul Hosein, Luristan	9850.0	10150.0	9550.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.24	full-udg	double	https://doi.org/10.1073/pnas.2100901118	not applicable	WGS	not applicable	86.78	not applicable	not applicable	LR884199.1	not applicable		Kevin Daly	yes
Abdul4	SAMEA7368742	AH78, 10G, 11009	KD282	petrous part of temporal bone, UBERON:0001696	female	https://doi.org/10.1073/pnas.2100901118	Bezoar	9923	Capra, Capra aegagrus	34.066	48.134	Iran	Tepe Abdul Hosein, Luristan	10066.5	10225.0	9908.0	radiocarbon dating	8946	47	UBA-39204	https://doi.org/10.1073/pnas.2100901118		ILLUMINA	WGS	2.31	full-udg	double	https://doi.org/10.1073/pnas.2100901118	not applicable	WGS	not applicable	447.64	not applicable	not applicable	LR884200.1	not applicable		Kevin Daly	yes
Abdul5	SAMEA7368743	10G 11013	AH079	petrous part of temporal bone, UBERON:0001697	male	https://doi.org/10.1073/pnas.2100901118	Goat	9925	Capra, Capra hircus	34.066	48.134	Iran	Tepe Abdul Hosein, Luristan	9850.0	10150.0	9550.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1073/pnas.2100901118	ILLUMINA	Targeted-Capture 	complete	3.36	full-udg	double	LR884195.1	https://doi.org/10.1073/pnas.2100901118		Kevin Daly	yes
Abdul6	SAMEA7368744	10G 11013	AH080	petrous part of temporal bone, UBERON:0001698	male	https://doi.org/10.1073/pnas.2100901118	Goat	9925	Capra, Capra hircus	34.066	48.134	Iran	Tepe Abdul Hosein, Luristan	9832.0	1950.0	1950.0	radiocarbon dating	8759	51	UBA-39206	https://doi.org/10.1073/pnas.2100901118		ILLUMINA	WGS	0.08	full-udg	double	https://doi.org/10.1073/pnas.2100901118	not applicable	WGS	not applicable	6.29	not applicable	not applicable	LR884201.1	not applicable		Kevin Daly	yes
Abdul7	SAMEA7368745	10G 11015	AH081	petrous part of temporal bone, UBERON:0001699	male	https://doi.org/10.1073/pnas.2100901118	Goat	9925	Capra, Capra hircus	34.066	48.134	Iran	Tepe Abdul Hosein, Luristan	9850.0	10150.0	9550.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1073/pnas.2100901118	ILLUMINA	Targeted-Capture 	complete	4	full-udg	double	LR884197.1	https://doi.org/10.1073/pnas.2100901118		Kevin Daly	yes
Abdul9	SAMEA7368746	10G 11007	AH084	petrous part of temporal bone, UBERON:0001700	male	https://doi.org/10.1073/pnas.2100901118	Goat	9925	Capra, Capra hircus	34.066	48.134	Iran	Tepe Abdul Hosein, Luristan	9850.0	10150.0	9550.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1073/pnas.2100901118	ILLUMINA	Targeted-Capture 	complete	6.84	full-udg	double	LR884192.1	https://doi.org/10.1073/pnas.2100901118		Kevin Daly	yes
Acem1	SAMEA4450095	AC13346	KD001	petrous part of temporal bone, UBERON:0001701	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	38.540978	33.771234	Turkey	Acemhöyük, Aksaray Plain	4168.5	4348.0	3989.0	radiocarbon dating	3782	41	UBA-30288	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	4.76	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	411.03	not applicable	not applicable	LS992576.1	not applicable		Kevin Daly	yes
Acem2	SAMEA4591761	AC14486	KD157	petrous part of temporal bone, UBERON:0001702	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	38.540978	33.771234	Turkey	Acemhöyük, Aksaray Plain	3950.0	4200.0	3700.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	8.67	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	849.8	not applicable	not applicable	LR025741.1	not applicable		Kevin Daly	yes
Ainghazal1	SAMEA4589057	3077.261 (024) 111b AG83 PHASE 111b	VEM140	petrous part of temporal bone, UBERON:0001703	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	31.993514	35.98115	Jordan	Ain Ghazal, Amman	9650.0	10150.0	9150.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.03	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	5.46	full-udg	double	LS992583.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Ainghazal2	SAMEA4589058	AG84 3080.133 (046) PHASE iVa	VEM157	petrous part of temporal bone, UBERON:0001704	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	31.993514	35.98115	Jordan	Ain Ghazal, Amman	9650.0	10150.0	9150.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.06	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	12.78	full-udg	double	LS992582.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Ainghazal3	SAMEA4589059	3077.275 (037) 111b AG83 PHASE 111b	VEM142	petrous part of temporal bone, UBERON:0001705	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	31.993514	35.98115	Jordan	Ain Ghazal, Amman	9650.0	10150.0	9150.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.003	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	4.25	full-udg	double	LS992579.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Ainghazal4	SAMEA4589060	AG84 3077 (024) PHASE IIIB	VEM159	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	31.993514	35.98115	Jordan	Ain Ghazal, Amman	9650.0	10150.0	9150.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.01	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	12.78	full-udg	double	LS992580.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
AP38	SAMEA4609718	10G 11051	AP38	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.721667	27.225278	Turkey	Aşağı Pınar, Kırklareli	7342.0	7446.0	7238.0	radiocarbon dating	6390	30	KIA-42163	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	7.61	none; full-udg	double	missing;LS992586.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
AP44	SAMEA4609719	missing	AP44	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.721667	27.225278	Turkey	Aşağı Pınar, Kırklareli	7300.0	6950.0	7450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	3.57	none; full-udg	double	missing;LS992581.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
AP45	SAMEA4609137	missing	AP45	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.721667	27.225278	Turkey	Aşağı Pınar, Kırklareli	7100.0	6950.0	7250.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.02	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	6.47	none; full-udg	double	missing;LS992578.1	doi.org/10.1515/9783110266306.45		Kevin Daly	yes
AP46	SAMEA4609720	Ap 4/5, 151/206	AP46	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.721667	27.225278	Turkey	Aşağı Pınar, Kırklareli	7108.0	7234.0	6982.0	radiocarbon dating	6210	30	KIA-42164	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	9.77	none; full-udg	double	missing;LS992585.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
AP49	SAMEA4609138	missing	AP49	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.721667	27.225278	Turkey	Aşağı Pınar, Kırklareli	7300.0	6950.0	7450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.02	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	12.69	none; full-udg	double	missing;LS992592.1	doi.org/10.1515/9783110266306.45		Kevin Daly	yes
AP50	SAMEA4609721	missing	AP50	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	41.721667	27.225278	Turkey	Aşağı Pınar, Kırklareli	7300.0	6950.0	7450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	14.31	none; full-udg	double	missing;LS992590.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
Azer3-5	SAMEA4591766; SAMEA4607425	MM TH18; MM TH25	KD176	petrous part of temporal bone, UBERON:0001706	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.004831	45.458892	Iran	Tepe Hasanlu, Azerbaijan	4500.0	4950.0	4050.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	4.66	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	487.2	not applicable	not applicable	LS992591	not applicable	Different biosamples drawn from different petrous bones of opposite orientation, same sex, same mtDNA,>0.9 kinship coefficient - assumed to be same individual	Kevin Daly	yes
Azer4	SAMEA4591767	MM TH21	KD177 	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.004831	45.458892	Iran	Tepe Hasanlu, Azerbaijan	2350.0	2500.0	2280.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	2.57	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	309.59	not applicable	not applicable	LS992589.1	not applicable		Kevin Daly	yes
Azer6	SAMEA4609141	MM SCH1	KD191	petrous part of temporal bone, UBERON:0001706	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	36.317948	48.379355	Iran	Soha Chay Tepe, Azerbaijan	6150.0	6350.0	5950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.28	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	60.58	full-udg	double	LS992588.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Blagotin1	SAMEA4588076	ID 1	KD040	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	43.723286	21.099449	Serbia	Blagotin-Poljna, Trstenik	8190.0	8344.0	8036.0	radiocarbon dating	7391	56	UBA-30289	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	6.99	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	544.63	not applicable	not applicable	LS992593.1	not applicable		Kevin Daly	yes
Blagotin2	SAMEA4589055	ID 2	KD041	petrous part of temporal bone, UBERON:0001706	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	43.723286	21.099449	Serbia	Blagotin-Poljna, Trstenik	8177.5	8328.0	8027.0	radiocarbon dating	7361	62	UBA-30290	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	4.02	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	253.67	not applicable	not applicable	LS992594.1	not applicable		Kevin Daly	yes
Blagotin3	SAMEA4588077	ID 3	KD042	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	43.723286	21.099449	Serbia	Blagotin-Poljna, Trstenik	7936.0	8031.0	7841.0	radiocarbon dating	7135	53	UBA-30292	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	11.47	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	885.45	not applicable	not applicable	LS992600.1	not applicable		Kevin Daly	yes
Blagotin16	SAMEA4589056	ID31	KD055	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	43.723286	21.099449	Serbia	Blagotin-Poljna, Trstenik	8100.0	8300.0	7900.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	3.51	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	296.4	not applicable	not applicable	LS992662.1	not applicable		Kevin Daly	yes
Bulak1	SAMEA4607414	TB, 08, KF291, r, A	KD228	petrous part of temporal bone, UBERON:0001706	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.7	66.8	Uzbekistan	Tilla Bulak, Surkhandarja	3800.0	3950.0	3650.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.87	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	220.47	not applicable	not applicable	LS992605.1	not applicable		Kevin Daly	yes
Bulak2	SAMEA4607415	TB, 08, KF291, r, B	KD229	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.7	66.8	Uzbekistan	Tilla Bulak, Surkhandarja	3800.0	3950.0	3650.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	2.67	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	284.97	not applicable	not applicable	LS992598.1	not applicable		Kevin Daly	yes
Bulak3	SAMEA4607416	TB, 08, KF291, r, D	KD230	petrous part of temporal bone, UBERON:0001706	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.7	66.8	Uzbekistan	Tilla Bulak, Surkhandarja	3800.0	3950.0	3650.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.61	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	180.39	not applicable	not applicable	LS992599.1	not applicable	Excluded from analyses in doi.org/10.1126/science.aas9411 due to high kinship coefficient with Bulak1	Kevin Daly	yes
Bulak4	SAMEA4609722	TB, 08, KF291, l, A	KD231	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.7	66.8	Uzbekistan	Tilla Bulak, Surkhandarja	3800.0	3950.0	3650.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	60.58	full-udg	double	LS992606.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Bulak5	SAMEA4607417	TB, 08, KF291, l, B	KD232	petrous part of temporal bone, UBERON:0001706	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.7	66.8	Uzbekistan	Tilla Bulak, Surkhandarja	3800.0	3950.0	3650.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.27	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	113.99	not applicable	not applicable	LS992595.1	not applicable		Kevin Daly	yes
Caucasus1	SAMEA13853347	F003, 444	KD283	metacarpal, UBERON:0002374	male	https://doi.org/10.7554/eLife.82984	East Caucasian tur	72541	Capra, Capra cylindricornis	42.746109	44.623487	Georgia	Tamara Fort, Kazbegi	300.0	550.0	50.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.55	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGS	not applicable	64.63	not applicable	not applicable	OW568848.1	not applicable		Kevin Daly	yes
Caucasus2	SAMEA13853348	F003, 456	KD284	tibia, UBERON:0000979	male	https://doi.org/10.7554/eLife.82984	East Caucasian tur	72541	Capra, Capra cylindricornis	42.746109	44.623487	Georgia	Tamara Fort, Kazbegi	300.0	550.0	50.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0021	full-udg	double	https://doi.org/10.7554/eLife.82984	ILLUMINA	Targeted-Capture 	complete	379.71	full-udg	double	OW568849.1	https://doi.org/10.7554/eLife.82984		Kevin Daly	yes
Caucasus3	SAMEA13853349	F003, 475.485	KD285	long bone, UBERON:0002495	male	https://doi.org/10.7554/eLife.82984	East Caucasian tur	72541	Capra, Capra cylindricornis	42.746109	44.623487	Georgia	Tamara Fort, Kazbegi	300.0	550.0	50.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.004	full-udg	double	https://doi.org/10.7554/eLife.82984	ILLUMINA	Targeted-Capture 	complete	464.51	full-udg	double	OW568906.1	https://doi.org/10.7554/eLife.82984		Kevin Daly	yes
Cav8	SAMEA4609723	missing	Cav8	missing	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	42.6602	24.0558	Bulgaria	Čavdar, Sofia District	7700.0	7950.0	7450.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	not applicable	full-udg	double	https://doi.org/10.1126/science.aas9411	missing; ILLUMINA	AMPLICON; Targeted-Capture	d-loop; complete	0.58	none; full-udg	double	missing;LS992597.1	doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411		Kevin Daly	yes
Chalow1	SAMEA4609142	#205, T10, G1 (8.7.2009, W, Basket 127006, 174.20-174.05 - later sent by Liora)	KD198	petrous part of temporal bone, UBERON:0001706	male	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	37.10355	56.885281	Iran	Chalow, Khorasan	4100.0	4250.0	3950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.05	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	341.05	full-udg	double	LS992608.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Darre1	SAMEA4609143	TB131, SU 623/04, S11, r	KD233	petrous part of temporal bone, UBERON:0001707	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	30.2033	53.179	Iran	Darre-ye Bolāghi, Fars	6450.0	5950.0	6950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.04	full-udg	double	https://doi.org/10.1126/science.aas9411	ILLUMINA	Targeted-Capture 	complete	42.51	full-udg	double	LS992596.1	doi.org/10.1126/science.aas9411		Kevin Daly	yes
Darre2	SAMEA4607426	TB91, SU 206/05, N14, r	KD234	petrous part of temporal bone, UBERON:0001708	female	https://doi.org/10.1126/science.aas9411	Goat	9925	Capra, Capra hircus	30.2033	53.179	Iran	Darre-ye Bolāghi, Fars	393.0	475.0	311.0	radiocarbon dating	337	30	UBA-34977	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	3.93	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	365.56	not applicable	not applicable	LS992602.1	not applicable		Kevin Daly	yes
Direkli1-2	SAMEA4453841; SAMEA4453842	DM2546; DM3110	KD076; KD077	petrous part of temporal bone, UBERON:0001708	female	https://doi.org/10.1126/science.aas9411	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	13243.5	13317.0	13170.0	radiocarbon dating	11370	40	Beta-425280	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	11.55	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	998.17	not applicable	not applicable	LS992601.1	not applicable	Different biosamples drawn from different petrous bones of opposite orientation, same sex, same mtDNA,>0.9 kinship coefficient - assumed to be same individual	Kevin Daly	yes
Direkli4	SAMEA4609724	DM3723	KD079	petrous part of temporal bone, UBERON:0001708	male	https://doi.org/10.1126/science.aas9411	Taurasian tur	2619455	Capra, unclassified Capra	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	13964.0	14114.0	13814.0	radiocarbon dating	12130	40	Beta-432464	https://doi.org/10.1126/science.aas9411		ILLUMINA	WGS	2.57	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGS	not applicable	142.69	not applicable	not applicable	LS992603.1	not applicable		Kevin Daly	yes
Direkli5	SAMEA4588078	DM4072	KD080	petrous part of temporal bone, UBERON:0001708	male	https://doi.org/10.1126/science.aas9411	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.27	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	120.94	not applicable	not applicable	LS992607.1	not applicable		Kevin Daly	yes
Direkli6	SAMEA4591773	DM4073	KD081	petrous part of temporal bone, UBERON:0001708	male	https://doi.org/10.1126/science.aas9411	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.93	full-udg	double	https://doi.org/10.1126/science.aas9411	not applicable	WGS	not applicable	523.8	not applicable	not applicable	LS992612.1	not applicable		Kevin Daly	yes
Direkli9	SAMEA13854921	DM 1172	KD363	long bone, UBERON:0002495	male	https://doi.org/10.7554/eLife.82984	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0009	full-udg	double	https://doi.org/10.7554/eLife.82984	ILLUMINA	Targeted-Capture 	complete	9.5	full-udg	double	OW568857.1	https://doi.org/10.7554/eLife.82984		Kevin Daly	yes
Direkli12	SAMEA13853341	DM 2977	KD366	long bone, UBERON:0002495	male	https://doi.org/10.7554/eLife.82984	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.07	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGS	not applicable	44.06	not applicable	not applicable	OW568907.1	not applicable		Kevin Daly	yes
Direkli13	SAMEA13853342	DM 2412	KD367	long bone, UBERON:0002496	male	https://doi.org/10.7554/eLife.82984	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0055	full-udg	double	https://doi.org/10.7554/eLife.82984	ILLUMINA	Targeted-Capture 	complete	76.99	full-udg	double	OW568859.1	https://doi.org/10.7554/eLife.82984		Kevin Daly	yes
Direkli14	SAMEA13853343	DM 159	KD368	long bone, UBERON:0002497	male	https://doi.org/10.7554/eLife.82984	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0005	full-udg	double	https://doi.org/10.7554/eLife.82984	ILLUMINA	Targeted-Capture 	complete	13.24	full-udg	double	OW568852.1	https://doi.org/10.7554/eLife.82984		Kevin Daly	yes
Direkli15	SAMEA13853344	DM 1181	KD369	long bone, UBERON:0002498	female	https://doi.org/10.7554/eLife.82984	Bezoar	9923	Capra, Capra aegagrus	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0002	full-udg	double	https://doi.org/10.7554/eLife.82984	ILLUMINA	Targeted-Capture 	complete	24.21	full-udg	double	OW568911.1	https://doi.org/10.7554/eLife.82984		Kevin Daly	yes
Direkli16	SAMEA13853345	DM 1391	KD370	long bone, UBERON:0002499	female	https://doi.org/10.7554/eLife.82984	Taurasian tur	2619455	Capra, unclassified Capra	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.01	full-udg	double	https://doi.org/10.7554/eLife.82984	ILLUMINA	Targeted-Capture 	complete	15.11	full-udg	double	OW568916.1	https://doi.org/10.7554/eLife.82984		Kevin Daly	yes
Direkli17	SAMEA13853346	DM 1898	KD371	long bone, UBERON:0002500	female	https://doi.org/10.7554/eLife.82984	Taurasian tur	2619455	Capra, unclassified Capra	37.8578	36.653883	Turkey	Direkli Cave, Taurus Mountains	11450.0	11950.0	10950.0	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.0001	full-udg	double	https://doi.org/10.7554/eLife.82984	not applicable	WGA	not applicable	0.0845	not applicable	not applicable	OW568910.1	not applicable		Kevin Daly	yes
